ARG0000190,Oil,,,
ARG0000191,Oil,,,
ARG0000153,Oil,,,
ARG0000024,Gas,,,
ARG0000025,Gas,,,
ARG0000066,Oil,,,
ARG0000170,Oil,,,
ARG0000036,Oil,,,
ARG0000041,Oil,,,
ARG0000005,Oil,,,
ARG0000163,Gas,,,
ARG0000258,Oil,,,
ARG0000022,Oil,,,
ARG0000026,Gas,,,
ARG0000286,Oil,,,
ARG0000148,Gas,,,
ARG0000056,Oil,,,
ARG0000141,Oil,,,
ARG0000037,Oil,,,
ARG0000027,Gas,,,
ARG0000154,Oil,,,
ARG0000337,Gas,,,
ARG0000315,Oil,,,
ARG0000184,Oil,,,
ARG0000262,Gas,,,
ARG0000062,Oil,,,
ARG0000060,Oil,,,
ARG0000038,Oil,,,
ARG0000161,Oil,,,
ARG0000341,Gas,Other,,
ARG0000162,Oil,,,
ARG0000142,Oil,,,
ARG0000288,Oil,,,
ARG0000057,Oil,,,
ARG0000058,Oil,,,
ARG0000342,Gas,Other,,
ARG0000316,Oil,,,
ARG0000143,Oil,,,
ARG0000061,Oil,,,
ARG0000261,Oil,,,
ARG0000297,Hydro,,,
WKS0071212,Solar,,,
WKS0072494,Solar,,,
WKS0068701,Solar,,,
ARG0000088,Gas,Coal,Oil,
ARG0000157,Gas,Oil,,
ARG0000158,Gas,Other,,
ARG0000338,Hydro,,,
ARG0000196,Hydro,,,
ARG0000255,Hydro,,,
ARG0000211,Hydro,,,
ARG0000276,Hydro,,,
ARG0000112,Nuclear,,,
ARG0000339,Hydro,,,
ARG0000119,Oil,,,
ARG0000047,Gas,Other,,
ARG0000240,Gas,,,
ARG0000089,Hydro,,,
ARG0000079,Hydro,,,
ARG0000080,Hydro,,,
ARG0000329,Gas,,,
ARG0000182,Wind,,,
ARG0000090,Gas,Oil,,
ARG0000208,Hydro,,,
ARG0000121,Oil,,,
ARG0000137,Gas,,,
ARG0000269,Hydro,,,
ARG0000272,Hydro,,,
ARG0000091,Oil,,,
ARG0000123,Oil,,,
ARG0000124,Oil,,,
WKS0072502,Solar,,,
ARG0000270,Hydro,,,
ARG0000125,Oil,,,
ARG0000164,Gas,,,
ARG0000188,Oil,Gas,,
ARG0000222,Gas,,,
ARG0000094,Hydro,,,
ARG0000169,Hydro,,,
ARG0000209,Hydro,,,
ARG0000096,Hydro,,,
ARG0000097,Hydro,,,
ARG0000331,Hydro,,,
ARG0000212,Hydro,,,
ARG0000198,Gas,Coal,Other,
ARG0000006,Gas,,,
ARG0000007,Gas,Coal,,
ARG0000015,Wind,Oil,,
ARG0000128,Oil,,,
ARG0000129,Oil,,,
ARG0000111,Gas,Other,,
ARG0000008,Coal,,,
ARG0000214,Hydro,,,
ARG0000215,Hydro,,,
ARG0000216,Hydro,,,
ARG0000213,Hydro,,,
ARG0000323,Oil,,,
ARG0000044,Gas,Coal,Other,
ARG0000223,Gas,,,
ARG0000016,Oil,,,
ARG0000001,Other,Gas,,
ARG0000192,Wind,,,
ARG0000193,Wind,,,
ARG0000081,Wind,,,
ARG0000082,Wind,,,
ARG0000075,Wind,,,
ARG0000076,Wind,,,
ARG0000077,Wind,,,
ARG0000132,Oil,,,
ARG0000078,Gas,Other,,
ARG0000133,Oil,,,
ARG0000305,Wind,,,
ARG0000304,Gas,,,
ARG0000233,Hydro,,,
ARG0000099,Hydro,,,
ARG0000100,Gas,Other,,
ARG0000101,Coal,,,
ARG0000241,Hydro,,,
ARG0000298,Solar,,,
ARG0000289,Gas,,,
ARG0000340,Hydro,,,
ARG0000073,Gas,,,
ARG0000045,Coal,,,
ARG0000017,Wind,,,
ARG0000299,Hydro,,,
ARG0000282,Hydro,,,
ARG0000103,Gas,Oil,,
ARG0000104,Hydro,,,
ARG0000332,Hydro,,,
ARG0000271,Hydro,,,
ARG0000144,Hydro,,,
ARG0000105,Gas,,,
ARG0000250,Oil,,,
ARG0000002,Coal,Gas,,
ARG0000227,Oil,,,
ARG0000107,Hydro,,,
ARG0000181,Oil,,,
ARG0000135,Oil,,,
ARG0000313,Coal,,,
ARG0000108,Gas,,,
WKS0071209,Solar,,,
ARG0000283,Gas,Oil,,
ARG0000034,Gas,,,
ARG0000312,Oil,,,
ARG0000290,Hydro,,,
ARG0000228,Hydro,,,
ARG0000309,Oil,Gas,,
ARG0000009,Gas,,,
ARG0000109,Gas,,,
ARG0000308,Gas,Coal,,
ARG0000136,Hydro,,,
WRI1019028,Nuclear,,,
WRI1019027,Gas,,,
WRI1019026,Gas,,,
WRI1003805,Hydro,,,
WRI1019030,Hydro,,,
WRI1019031,Hydro,,,
WRI1019029,Hydro,,,
WRI1019025,Gas,,,
AUS0000432,Solar,,,
AUS0000065,Wind,,,
AUS0000231,Oil,,,
AUS0000232,Oil,,,
AUS0000114,Coal,,,
AUS0000615,Oil,,,
AUS0000264,Gas,,,
AUS0000611,Wind,,,
AUS0000220,Oil,,,
AUS0000081,Gas,,,
AUS0000113,Gas,,,
AUS0000014,Hydro,,,
AUS0000399,Oil,,,
AUS0000608,Solar,,,
AUS0000008,Gas,,,
WKS0065252,Solar,,,
WKS0069521,Solar,,,
AUS0000151,Hydro,,,
AUS0000137,Hydro,,,
AUS0000265,Coal,,,
AUS0000400,Waste,,,
AUS0000139,Gas,,,
AUS0000266,Hydro,,,
AUS0000251,Gas,,,
AUS0000080,Waste,,,
WKS0069215,Solar,,,
AUS0000382,Oil,,,
AUS0000027,Wind,,,
AUS0000267,Hydro,,,
AUS0000376,Oil,,,
AUS0000009,Wind,,,
AUS0000394,Wind,,,
AUS0000422,Wind,,,
AUS0000102,Hydro,,,
AUS0000152,Gas,,,
AUS0000153,Gas,,,
AUS0000349,Oil,,,
AUS0000256,Gas,,,
WKS0070137,Solar,,,
AUS0000082,Waste,,,
AUS0000268,Biomass,,,
AUS0000305,Gas,,,
AUS0000477,Solar,,,
AUS0000079,Waste,,,
AUS0000180,Gas,,,
AUS0000269,Hydro,,,
AUS0000078,Waste,,,
AUS0000461,Gas,,,
WKS0066021,Solar,,,
WKS0070392,Solar,,,
AUS0000300,Hydro,,,
AUS0000048,Hydro,,,
AUS0000181,Gas,,,
AUS0000182,Gas,,,
AUS0000127,Hydro,,,
AUS0000438,Solar,,,
AUS0000178,Coal,,,
AUS0000177,Coal,,,
AUS0000176,Coal,,,
AUS0000414,Gas,,,
AUS0000330,Waste,,,
AUS0000452,Gas,,,
AUS0000064,Wind,,,
AUS0000007,Wind,,,
AUS0000462,Gas,,,
AUS0000112,Wind,,,
AUS0000111,Wind,,,
AUS0000457,Gas,,,
AUS0000110,Wind,,,
AUS0000047,Wind,,,
AUS0000270,Gas,,,
AUS0000386,Gas,,,
AUS0000126,Hydro,,,
AUS0000063,Wind,,,
AUS0000415,Gas,,,
AUS0000144,Hydro,,,
AUS0000006,Wind,,,
AUS0000261,Gas,,,
AUS0000401,Gas,,,
WKS0068499,Solar,,,
AUS0000221,Oil,,,
AUS0000528,Solar,,,
AUS0000083,Waste,,,
AUS0000025,Wind,,,
AUS0000619,Solar,,,
AUS0000324,Oil,,,
AUS0000103,Hydro,,,
AUS0000125,Hydro,,,
AUS0000183,Gas,,,
AUS0000015,Wind,,,
AUS0000307,Wind,,,
AUS0000184,Coal,,,
AUS0000208,Coal,,,
AUS0000179,Coal,,,
AUS0000590,Solar,,,
AUS0000271,Gas,,,
AUS0000154,Gas,,,
AUS0000263,Biomass,,,
AUS0000301,Hydro,,,
AUS0000351,Oil,,,
AUS0000336,Waste,,,
AUS0000046,Wind,,,
AUS0000518,Wind,,,
AUS0000003,Wind,,,
AUS0000155,Gas,,,
AUS0000185,Gas,,,
AUS0000156,Gas,,,
AUS0000526,Solar,,,
AUS0000321,Gas,,,
AUS0000109,Hydro,,,
WKS0068285,Solar,,,
AUS0000531,Solar,,,
WKS0065085,Solar,,,
AUS0000353,Oil,,,
AUS0000366,Gas,,,
AUS0000136,Hydro,,,
AUS0000459,Gas,,,
AUS0000233,Gas,,,
WKS0064626,Solar,,,
AUS0000272,Waste,,,
AUS0000045,Waste,,,
AUS0000044,Waste,,,
AUS0000084,Hydro,,,
AUS0000335,Hydro,,,
AUS0000488,Oil,,,
AUS0000581,Solar,,,
WKS0068582,Solar,,,
AUS0000043,Wind,,,
AUS0000085,Coal,,,
AUS0000306,Oil,,,
AUS0000186,Gas,,,
AUS0000042,Wind,,,
AUS0000391,Wind,,,
AUS0000372,Gas,,,
AUS0000135,Hydro,,,
AUS0000367,Gas,,,
AUS0000601,Solar,,,
AUS0000187,Gas,,,
AUS0000157,Gas,,,
AUS0000158,Coal,,,
AUS0000275,Hydro,,,
AUS0000276,Gas,,,
AUS0000418,Waste,,,
WKS0069520,Solar,,,
AUS0000143,Hydro,,,
AUS0000331,Waste,,,
AUS0000041,Waste,,,
AUS0000309,Wind,,,
AUS0000474,Solar,,,
AUS0000511,Solar,,,
WKS0068350,Solar,,,
AUS0000482,Wind,,,
AUS0000040,Wind,,,
AUS0000303,Hydro,,,
AUS0000077,Waste,,,
AUS0000454,Wind,,,
AUS0000250,Gas,,,
AUS0000453,Wind,,,
AUS0000455,Wind,,,
AUS0000368,Gas,,,
AUS0000530,Solar,,,
AUS0000592,Solar,,,
AUS0000532,Solar,,,
AUS0000087,Coal,,,
AUS0000355,Waste,,,
AUS0000343,Waste,,,
AUS0000419,Waste,,,
AUS0000412,Oil,,,
AUS0000413,Wind,,,
WKS0069764,Solar,,,
AUS0000076,Hydro,,,
AUS0000277,Oil,,,
AUS0000278,Gas,,,
AUS0000145,Biomass,,,
AUS0000056,Biomass,,,
AUS0000159,Biomass,,,
AUS0000039,Waste,,,
AUS0000088,Gas,,,
AUS0000089,Gas,,,
AUS0000021,Hydro,,,
AUS0000134,Hydro,,,
AUS0000038,Hydro,,,
AUS0000222,Gas,,,
AUS0000332,Gas,,,
AUS0000160,Biomass,,,
AUS0000329,Oil,,,
AUS0000405,Wind,,,
AUS0000188,Gas,,,
AUS0000209,Gas,,,
AUS0000210,Gas,,,
AUS0000279,Hydro,,,
AUS0000448,Solar,,,
AUS0000161,Hydro,,,
AUS0000189,Gas,,,
AUS0000259,Gas,,,
AUS0000211,Gas,,,
AUS0000506,Wind,,,
WKS0066503,Solar,,,
AUS0000449,Oil,,,
AUS0000162,Coal,,,
AUS0000055,Hydro,,,
AUS0000370,Oil,,,
AUS0000194,Gas,,,
AUS0000190,Gas,,,
AUS0000193,Gas,,,
AUS0000195,Gas,,,
AUS0000196,Gas,,,
AUS0000197,Gas,,,
AUS0000244,Gas,,,
AUS0000483,Wind,,,
AUS0000062,Wind,,,
AUS0000484,Wind,,,
WKS0071027,Solar,,,
AUS0000124,Hydro,,,
AUS0000086,Hydro,,,
AUS0000304,Hydro,,,
AUS0000099,Hydro,,,
WKS0064540,Solar,,,
AUS0000252,Waste,,,
AUS0000371,Oil,,,
AUS0000219,Oil,,,
AUS0000090,Gas,,,
AUS0000460,Gas,,,
AUS0000212,Gas,,,
AUS0000132,Hydro,,,
AUS0000341,Wind,,,
AUS0000409,Gas,,,
AUS0000123,Hydro,,,
AUS0000280,Coal,,,
AUS0000473,Solar,,,
AUS0000582,Solar,,,
AUS0000620,Wind,,,
AUS0000091,Gas,,,
AUS0000234,Oil,,,
AUS0000131,Hydro,,,
AUS0000338,Hydro,,,
AUS0000092,Coal,,,
AUS0000075,Coal,,,
AUS0000037,Waste,,,
AUS0000036,Waste,,,
AUS0000417,Wind,,,
AUS0000146,Gas,,,
AUS0000142,Hydro,,,
AUS0000174,Biomass,,,
AUS0000357,Waste,,,
AUS0000604,Solar,,,
AUS0000365,Oil,,,
AUS0000346,Biomass,,,
AUS0000308,Biomass,,,
AUS0000424,Gas,,,
AUS0000104,Hydro,,,
AUS0000122,Hydro,,,
AUS0000408,Oil,,,
AUS0000333,Gas,,,
AUS0000450,Gas,,,
AUS0000446,Gas,,,
AUS0000163,Coal,,,
AUS0000249,Gas,,,
AUS0000602,Wind,,,
AUS0000603,Wind,,,
AUS0000164,Gas,,,
AUS0000054,Gas,,,
AUS0000491,Solar,,,
AUS0000093,Waste,,,
AUS0000108,Gas,,,
AUS0000492,Wind,,,
AUS0000213,Gas,,,
AUS0000207,Gas,,,
AUS0000061,Wind,,,
AUS0000165,Oil,,,
AUS0000443,Biomass,,,
AUS0000494,Wind,,,
AUS0000478,Wind,,,
AUS0000281,Coal,,,
AUS0000034,Waste,,,
AUS0000617,Solar,,,
AUS0000214,Coal,,,
AUS0000215,Coal,,,
AUS0000375,Biomass,,,
AUS0000475,Wind,,,
AUS0000216,Gas,,,
AUS0000387,Gas,,,
AUS0000282,Coal,,,
AUS0000610,Wind,,,
AUS0000107,Hydro,,,
AUS0000106,Hydro,,,
AUS0000223,Gas,,,
AUS0000420,Wind,,,
AUS0000444,Biomass,,,
WKS0064625,Solar,,,
AUS0000198,Gas,,,
AUS0000199,Gas,,,
AUS0000094,Gas,,,
AUS0000614,Oil,,,
AUS0000013,Hydro,,,
AUS0000316,Oil,,,
AUS0000326,Waste,,,
WKS0067635,Solar,,,
AUS0000320,Oil,,,
AUS0000024,Wind,,,
AUS0000314,Gas,,,
WKS0069241,Solar,,,
AUS0000587,Solar,,,
AUS0000283,Hydro,,,
AUS0000476,Solar,,,
AUS0000166,Gas,,,
WKS0070607,Solar,,,
WKS0070608,Solar,,,
AUS0000016,Wind,,,
AUS0000284,Hydro,,,
AUS0000167,Gas,,,
AUS0000411,Gas,,,
AUS0000224,Hydro,,,
AUS0000235,Gas,,,
AUS0000255,Gas,,,
AUS0000130,Hydro,,,
AUS0000229,Gas,,,
AUS0000228,Gas,,,
AUS0000516,Solar,,,
AUS0000236,Waste,,,
AUS0000237,Gas,,,
AUS0000426,Solar,,,
WKS0071194,Solar,,,
AUS0000012,Hydro,,,
AUS0000258,Gas,,,
AUS0000200,Gas,,,
AUS0000201,Gas,,,
AUS0000053,Biomass,,,
AUS0000074,Biomass,,,
AUS0000225,Gas,,,
AUS0000121,Hydro,,,
AUS0000206,Gas,,,
AUS0000325,Gas,,,
AUS0000238,Oil,,,
AUS0000345,Oil,,,
AUS0000311,Biomass,,,
AUS0000239,Gas,,,
AUS0000493,Biomass,,,
AUS0000202,Oil,,,
AUS0000327,Waste,,,
AUS0000285,Coal,,,
AUS0000141,Hydro,,,
AUS0000115,Waste,,,
AUS0000120,Hydro,,,
AUS0000317,Oil,,,
AUS0000073,Waste,,,
AUS0000358,Waste,,,
AUS0000060,Biomass,,,
AUS0000072,Waste,,,
WKS0068501,Solar,,,
AUS0000147,Gas,,,
AUS0000254,Gas,,,
WKS0068498,Solar,,,
AUS0000129,Hydro,,,
AUS0000490,Oil,,,
AUS0000485,Solar,,,
AUS0000095,Hydro,,,
AUS0000618,Solar,,,
AUS0000607,Wind,,,
AUS0000407,Oil,,,
AUS0000328,Waste,,,
AUS0000017,Waste,,,
AUS0000286,Gas,,,
AUS0000005,Wind,,,
AUS0000456,Wind,,,
AUS0000245,Gas,,,
AUS0000458,Gas,,,
AUS0000096,Gas,,,
AUS0000359,Waste,,,
AUS0000374,Biomass,,,
AUS0000071,Waste,,,
AUS0000318,Oil,,,
AUS0000168,Coal,,,
AUS0000347,Biomass,,,
AUS0000052,Wind,,,
AUS0000010,Wind,,,
WKS0069943,Solar,,,
AUS0000033,Waste,,,
AUS0000623,Solar,,,
AUS0000059,Biomass,,,
WKS0069205,Solar,,,
AUS0000226,Gas,,,
WKS0068500,Solar,,,
WKS0070787,Solar,,,
AUS0000149,Gas,,,
AUS0000097,Gas,,,
AUS0000373,Biomass,,,
AUS0000287,Gas,,,
AUS0000599,Solar,,,
AUS0000288,Gas,,,
AUS0000356,Waste,,,
AUS0000138,Gas,,,
AUS0000594,Wind,,,
AUS0000171,Coal,,,
AUS0000169,Oil,,,
AUS0000170,Coal,,,
AUS0000119,Hydro,,,
AUS0000018,Waste,,,
AUS0000344,Waste,,,
AUS0000230,Gas,,,
AUS0000253,Gas,,,
AUS0000289,Gas,,,
AUS0000058,Hydro,,,
AUS0000011,Hydro,,,
AUS0000070,Waste,,,
AUS0000486,Oil,,,
AUS0000118,Hydro,,,
AUS0000290,Gas,,,
AUS0000069,Wind,,,
AUS0000240,Gas,,,
AUS0000241,Gas,,,
AUS0000291,Gas,,,
AUS0000172,Gas,,,
AUS0000481,Waste,,,
AUS0000032,Hydro,,,
AUS0000128,Hydro,,,
AUS0000310,Biomass,,,
AUS0000292,Hydro,,,
AUS0000293,Hydro,,,
AUS0000031,Hydro,,,
AUS0000117,Hydro,,,
AUS0000425,Solar,,,
AUS0000133,Hydro,,,
AUS0000294,Gas,,,
AUS0000470,Solar,,,
WKS0065425,Solar,,,
AUS0000295,Coal,,,
AUS0000098,Gas,,,
AUS0000175,Biomass,,,
AUS0000445,Biomass,,,
AUS0000274,Biomass,,,
AUS0000480,Gas,,,
AUS0000204,Gas,,,
AUS0000203,Gas,,,
AUS0000002,Wind,,,
AUS0000296,Coal,,,
AUS0000369,Oil,,,
AUS0000297,Hydro,,,
AUS0000262,Gas,,,
AUS0000050,Wind,,,
AUS0000004,Wind,,,
AUS0000019,Wind,,,
AUS0000116,Hydro,,,
AUS0000260,Gas,,,
AUS0000609,Solar,,,
AUS0000451,Gas,,,
AUS0000298,Oil,,,
AUS0000205,Oil,,,
AUS0000105,Hydro,,,
AUS0000030,Waste,,,
AUS0000299,Oil,,,
WKS0068286,Solar,,,
AUS0000533,Solar,,,
AUS0000068,Waste,,,
WKS0071501,Solar,,,
AUS0000302,Gas,,,
WKS0062560,Solar,,,
AUS0000140,Hydro,,,
AUS0000447,Solar,,,
AUS0000384,Oil,,,
AUS0000227,Gas,,,
AUS0000322,Gas,,,
AUS0000051,Wind,,,
AUS0000242,Waste,,,
AUS0000243,Waste,,,
AUS0000057,Hydro,,,
AUS0000150,Hydro,,,
AUS0000406,Gas,,,
AUS0000067,Waste,,,
AUS0000001,Wind,,,
AUS0000029,Waste,,,
AUS0000028,Wind,,,
AUS0000354,Waste,,,
AUS0000389,Coal,,,
AUS0000217,Gas,,,
AUS0000026,Hydro,,,
AUS0000066,Waste,,,
AUS0000624,Gas,,,
AUS0000100,Coal,,,
AUS0000519,Wind,,,
AUS0000020,Wind,,,
AUS0000101,Hydro,,,
AUS0000173,Gas,,,
WKS0072835,Solar,,,
AUS0000257,Gas,,,
AUS0000218,Gas,,,
WRI1005149,Hydro,,,
WRI1005150,Hydro,,,
WRI1005153,Hydro,,,
WRI1005154,Hydro,,,
WRI1005155,Hydro,,,
WRI1005159,Hydro,,,
WRI1005160,Hydro,,,
WRI1019146,Gas,,,
WRI1005164,Hydro,,,
WRI1005165,Hydro,,,
WRI1005166,Hydro,,,
WRI1019130,Hydro,,,
WRI1005167,Hydro,,,
WRI1005168,Hydro,,,
WRI1019128,Hydro,,,
WRI1005169,Hydro,,,
WRI1005170,Hydro,,,
WRI1005171,Hydro,,,
WRI1019129,Hydro,,,
WRI1005174,Hydro,,,
WRI1005177,Hydro,,,
WRI1005179,Hydro,,,
WRI1005185,Hydro,,,
WRI1005186,Hydro,,,
WRI1005188,Hydro,,,
WRI1005900,Hydro,,,
WRI1005905,Hydro,,,
WRI1005907,Hydro,,,
WRI1005908,Hydro,,,
WRI1005910,Hydro,,,
WRI1005914,Hydro,,,
WRI1005191,Hydro,,,
WRI1005192,Hydro,,,
WRI1005190,Hydro,,,
WRI1005193,Hydro,,,
WRI1005194,Hydro,,,
WRI1005195,Hydro,,,
WRI1019153,Hydro,,,
WRI1005197,Hydro,,,
WRI1005198,Hydro,,,
WRI1005199,Hydro,,,
WRI1005200,Hydro,,,
WRI1005201,Hydro,,,
WRI1005203,Hydro,,,
WRI1005204,Hydro,,,
WRI1005205,Hydro,,,
WRI1005256,Hydro,,,
WRI1019155,Hydro,,,
WRI1005207,Hydro,,,
WRI1005206,Hydro,,,
WRI1005209,Hydro,,,
WRI1005210,Hydro,,,
WRI1005211,Hydro,,,
WRI1005212,Hydro,,,
WRI1019132,Hydro,,,
WRI1005215,Hydro,,,
WRI1005216,Hydro,,,
WRI1005217,Hydro,,,
WRI1019156,Hydro,,,
WRI1005218,Hydro,,,
WRI1005219,Hydro,,,
WRI1005221,Hydro,,,
WRI1005222,Hydro,,,
WRI1005223,Hydro,,,
WRI1005224,Hydro,,,
WRI1005225,Hydro,,,
WRI1005227,Hydro,,,
WRI1005231,Hydro,,,
WRI1019158,Hydro,,,
WRI1019159,Hydro,,,
WRI1005232,Hydro,,,
WRI1005233,Hydro,,,
WRI1005238,Hydro,,,
WRI1005239,Hydro,,,
WRI1005240,Hydro,,,
WRI1019147,Gas,,,
WRI1005243,Hydro,,,
WRI1005244,Hydro,,,
WRI1005245,Hydro,,,
WRI1005246,Hydro,,,
WRI1005247,Hydro,,,
WRI1005248,Hydro,,,
WRI1005249,Hydro,,,
WRI1005253,Hydro,,,
WRI1019163,Gas,,,
WRI1005254,Hydro,,,
WRI1005255,Hydro,,,
WRI1005257,Hydro,,,
WRI1019160,Hydro,,,
WRI1005267,Hydro,,,
WRI1005258,Hydro,,,
WRI1019161,Hydro,,,
WRI1005260,Hydro,,,
WRI1005261,Hydro,,,
WRI1005262,Hydro,,,
WRI1005264,Hydro,,,
WRI1005265,Hydro,,,
WRI1005266,Hydro,,,
WRI1005268,Wind,,,
WRI1005270,Wind,,,
WRI1005271,Wind,,,
WRI1005269,Wind,,,
WRI1018682,Hydro,,,
WRI1002178,Gas,,,
WRI1002179,Oil,,,
WRI1002181,Gas,,,
WRI1002182,Gas,,,
WRI1002186,Hydro,,,
WRI1002188,Gas,Oil,,
WRI1002189,Gas,,,
WRI1002190,Hydro,,,
WRI1002192,Gas,,,
WRI1002197,Hydro,,,
WRI1002198,Gas,,,
WRI1002199,Gas,,,
WRI1002201,Hydro,,,
WRI1002203,Hydro,,,
WRI1023714,Gas,,,
WRI1023713,Gas,,,
WRI1023718,Gas,,,
WKS0063150,Solar,,,
WRI1023716,Oil,,,
WRI1023712,Gas,,,
WRI1023715,Gas,,,
WRI1023717,Gas,,,
WRI1029201,Oil,,,
WRI1029202,Gas,,,
WRI1029203,Gas,Oil,,
WRI1029204,Oil,,,
WRI1029205,Gas,,,
WRI1029206,Coal,,,
WRI1029207,Oil,,,
WRI1029208,Oil,,,
WRI1029209,Gas,,,
WRI1029210,Gas,,,
WRI1029214,Oil,,,
WRI1029213,Gas,,,
WRI1029216,Oil,,,
WRI1029217,Gas,,,
WRI1029267,Gas,,,
WRI1029220,Gas,,,
WKS0070913,Solar,,,
WRI1029221,Oil,,,
WRI1029222,Oil,,,
WRI1029223,Gas,,,
WRI1029224,Gas,Oil,,
WRI1029225,Oil,,,
