ARG,Argentina,C.T. SAN VICENTE,ARG0000159
ARG,Argentina,CAA CATI,ARG0000116
ARG,Argentina,CABRA CORRAL,ARG0000275
ARG,Argentina,CACHEUTA (NUEVA),ARG0000195
ARG,Argentina,CACHI,ARG0000277
ARG,Argentina,CAFAYATE,ARG0000278
ARG,Argentina,CAPITAL CATAMARCA - PREDIO CHOYA,ARG0000048
ARG,Argentina,CAPITAL CATAMARCA - PREDIO EX CARCEL,ARG0000049
ARG,Argentina,CAPITAL CATAMARCA - PREDIO RIPIERA,ARG0000050
ARG,Argentina,CASA DE PIEDRA,ARG0000183
ARG,Argentina,CASSAFFOUSTH,ARG0000086
ARG,Argentina,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,ARG0000031
ARG,Argentina,CENTRAL LOMA DE LA LATA SA,ARG0000259
ARG,Argentina,CENTRAL PARQUE INDUSTRIAL LA BANDA,ARG0000319
ARG,Argentina,CENTRAL T.GENELBA,ARG0000165
ARG,Argentina,CENTRAL T.GENELBA PLUS,ARG0000166
ARG,Argentina,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),ARG0000311
ARG,Argentina,CENTRAL TERMICA DE CICLO COMBINADO SALTA,ARG0000274
ARG,Argentina,CENTRAL TERMICA GÜEMES SA,ARG0000287
ARG,Argentina,CENTRAL TERMICA LA BANDA,ARG0000330
ARG,Argentina,CENTRAL TERMICA PIQUIRENDA SA,ARG0000284
ARG,Argentina,CENTRAL TERMICA REMEDIOS DE ESCALADA,ARG0000155
ARG,Argentina,CENTRAL TERMOELECTRICA GUILLERMO BROWN,ARG0000042
ARG,Argentina,CENTRAL TERMOELECTRICA MANUEL BELGRANO,ARG0000043
ARG,Argentina,CENTRAL TERMOELECTRICA TIMBUES,ARG0000307
ARG,Argentina,CH LOS CARACOLES,ARG0000296
ARG,Argentina,CHILECITO,ARG0000185
ARG,Argentina,CHIMBERA 1,ARG0000295
ARG,Argentina,CIPOLLETTI,ARG0000267
ARG,Argentina,COMANDANTE ANDRESITO,ARG0000221
ARG,Argentina,COMODORO RIVADAVIA,ARG0000072
ARG,Argentina,COMODORO RIVADAVIA - ANTONIO MORAN,ARG0000067
ARG,Argentina,CORRIENTES,ARG0000117
ARG,Argentina,COSTANERA,ARG0000046
ARG,Argentina,CRUZ DE PIEDRA,ARG0000197
ARG,Argentina,CRUZ DEL EJE,ARG0000087
ARG,Argentina,CT 13 DE JULIO,ARG0000110
ARG,Argentina,CT ALEM,ARG0000217
ARG,Argentina,CT ALUMINE,ARG0000256
ARG,Argentina,CT ARISTOBULO DEL VALLE,ARG0000229
ARG,Argentina,CT ARRECIFES,ARG0000003
ARG,Argentina,CT AÑATUYA,ARG0000333
ARG,Argentina,CT AÑATUYA II,ARG0000334
ARG,Argentina,CT BARILOCHE,ARG0000273
ARG,Argentina,CT BELL VILLE,ARG0000113
ARG,Argentina,CT BRAGADO,ARG0000023
ARG,Argentina,CT CAPITAN SARMIENTO,ARG0000028
ARG,Argentina,CT CATAMARCA,ARG0000054
ARG,Argentina,CT CAVIAHUE,ARG0000257
ARG,Argentina,CT CERES,ARG0000314
ARG,Argentina,CT CHARATA,ARG0000065
ARG,Argentina,CT CHILECITO,ARG0000189
ARG,Argentina,CT CIPOLLETTI,ARG0000260
ARG,Argentina,CT COLON BUENOS AIRES,ARG0000039
ARG,Argentina,CT CONCEPCION DEL URUGUAY,ARG0000147
ARG,Argentina,CT CORRIENTES,ARG0000114
ARG,Argentina,CT ECOENERGIA (PETROBRAS),ARG0000032
ARG,Argentina,CT ENSENADA DE BARRAGAN,ARG0000160
ARG,Argentina,CT ESQUINA,ARG0000139
ARG,Argentina,CT FORMOSA II,ARG0000149
ARG,Argentina,CT GENERAL VILLEGAS,ARG0000004
ARG,Argentina,CT GOYA,ARG0000138
ARG,Argentina,CT INDEPENDENCIA,ARG0000336
ARG,Argentina,CT INGENIERO JUAREZ,ARG0000152
ARG,Argentina,CT INTA CATAMARCA,ARG0000055
ARG,Argentina,CT ISLA VERDE,ARG0000083
ARG,Argentina,CT JUAN JOSE CASTELLI,ARG0000059
ARG,Argentina,CT JUNIN,ARG0000035
ARG,Argentina,CT LA PLATA,ARG0000040
ARG,Argentina,CT LA RIOJA DELIVERY,ARG0000190
ARG,Argentina,CT LA RIOJA SUR,ARG0000191
ARG,Argentina,CT LAGUNA BLANCA,ARG0000153
ARG,Argentina,CT LAS ARMAS,ARG0000024
ARG,Argentina,CT LAS ARMAS II,ARG0000025
ARG,Argentina,CT LAS PALMAS,ARG0000066
ARG,Argentina,CT LIBERTADOR GENERAL SAN MARTIN,ARG0000170
ARG,Argentina,CT LINCOLN,ARG0000036
ARG,Argentina,CT LOBOS,ARG0000041
ARG,Argentina,CT MAGDALENA,ARG0000005
ARG,Argentina,CT MATHEU,ARG0000163
ARG,Argentina,CT MEDANITOS (RINCON DE LOS SAUCES),ARG0000258
ARG,Argentina,CT MIRAMAR I,ARG0000022
ARG,Argentina,CT OLAVARRIA,ARG0000026
ARG,Argentina,CT ORAN,ARG0000286
ARG,Argentina,CT PARANA,ARG0000148
ARG,Argentina,CT PARQUE INDUSTRIAL CATAMARCA,ARG0000056
ARG,Argentina,CT PASO DE LA PATRIA,ARG0000141
ARG,Argentina,CT PEHUAJO,ARG0000037
ARG,Argentina,CT PINAMAR,ARG0000027
ARG,Argentina,CT PIRANE,ARG0000154
ARG,Argentina,CT PLUSPETROL NORTE,ARG0000337
ARG,Argentina,CT RAFAELA,ARG0000315
ARG,Argentina,CT REALICO,ARG0000184
ARG,Argentina,CT ROCA,ARG0000262
ARG,Argentina,CT SAENZ PEÑA  I,ARG0000062
ARG,Argentina,CT SAENZ PEÑA  II,ARG0000060
ARG,Argentina,CT SALTO,ARG0000038
ARG,Argentina,CT SAN MARTIN NORTE III,ARG0000161
ARG,Argentina,CT SAN MIGUEL DE TUCUMAN,ARG0000341
ARG,Argentina,CT SAN MIGUEL NORTE III,ARG0000162
ARG,Argentina,CT SANTA ROSA,ARG0000142
ARG,Argentina,CT TARTAGAL,ARG0000288
ARG,Argentina,CT TEREVINTOS,ARG0000057
ARG,Argentina,CT TINOGASTA,ARG0000058
ARG,Argentina,CT TUCUMAN,ARG0000342
ARG,Argentina,CT VENADO TUERTO,ARG0000316
ARG,Argentina,CT VIALE,ARG0000143
ARG,Argentina,CT VILLA ANGELA,ARG0000061
ARG,Argentina,CT VILLA REGINA,ARG0000261
ARG,Argentina,CUESTA DEL VIENTO,ARG0000297
ARG,Argentina,Cafayate,WKS0071212
ARG,Argentina,Caldenes del Oeste,WKS0072494
ARG,Argentina,Cauchari,WKS0068701
ARG,Argentina,DEAN FUNES,ARG0000088
ARG,Argentina,DIQUE,ARG0000157
ARG,Argentina,DOCK SUD,ARG0000158
ARG,Argentina,EL CADILLAL,ARG0000338
ARG,Argentina,EL CARRIZAL,ARG0000196
ARG,Argentina,EL CHOCON,ARG0000255
ARG,Argentina,EL TIGRE,ARG0000211
ARG,Argentina,EL TUNAL,ARG0000276
ARG,Argentina,EMBALSE,ARG0000112
ARG,Argentina,ESCABA,ARG0000339
ARG,Argentina,ESQUINA,ARG0000119
ARG,Argentina,EX CENTRAL BUENOS AIRES,ARG0000047
ARG,Argentina,FILO MORADO,ARG0000240
ARG,Argentina,FITZ SIMON,ARG0000089
ARG,Argentina,FLORENTINO AMEGHINO,ARG0000079
ARG,Argentina,FUTALEUFU,ARG0000080
ARG,Argentina,GENERACION FRIAS SA,ARG0000329
ARG,Argentina,GENERAL ACHA,ARG0000182
ARG,Argentina,GENERAL LEVALLE,ARG0000090
ARG,Argentina,GENERAL SAN MARTIN,ARG0000208
ARG,Argentina,GOYA,ARG0000121
ARG,Argentina,GOYA (ELECTROPATAGONIA SA),ARG0000137
ARG,Argentina,GUILLERMO CESPEDES,ARG0000269
ARG,Argentina,H. PICHI PICUN LEUFU,ARG0000272
ARG,Argentina,ISLA VERDE,ARG0000091
ARG,Argentina,ITA IBATE,ARG0000123
ARG,Argentina,ITUZAINGO,ARG0000124
ARG,Argentina,Iglesia-Guañizuil,WKS0072502
ARG,Argentina,JULIAN  ROMERO,ARG0000270
ARG,Argentina,LA CRUZ,ARG0000125
ARG,Argentina,LA PLATA COGENERACION,ARG0000164
ARG,Argentina,LA RIOJA,ARG0000188
ARG,Argentina,LA TABLADA,ARG0000222
ARG,Argentina,LA VIÑA,ARG0000094
ARG,Argentina,LAS MADERAS,ARG0000169
ARG,Argentina,LOS CORONELES (EX 25  DE MAYO),ARG0000209
ARG,Argentina,LOS MOLINOS I,ARG0000096
ARG,Argentina,LOS MOLINOS II,ARG0000097
ARG,Argentina,LOS QUIROGA,ARG0000331
ARG,Argentina,LOS REYUNOS,ARG0000212
ARG,Argentina,LUJAN DE CUYO,ARG0000198
ARG,Argentina,MAR DE AJO,ARG0000006
ARG,Argentina,MAR DEL PLATA (9 DE JULIO),ARG0000007
ARG,Argentina,MAYOR BURATOVICH,ARG0000015
ARG,Argentina,MBURUCUYA,ARG0000128
ARG,Argentina,MERCEDES,ARG0000129
ARG,Argentina,MODESTO MARANZANA,ARG0000111
ARG,Argentina,NECOCHEA,ARG0000008
ARG,Argentina,NIHUIL I,ARG0000214
ARG,Argentina,NIHUIL II,ARG0000215
ARG,Argentina,NIHUIL III,ARG0000216
ARG,Argentina,NIHUIL IV,ARG0000213
ARG,Argentina,NUEVA ESPERANZA,ARG0000323
ARG,Argentina,NUEVO PUERTO,ARG0000044
ARG,Argentina,OBERA (TG Nº21 FIAT ),ARG0000223
ARG,Argentina,ORENSE,ARG0000016
ARG,Argentina,PARANA,ARG0000001
ARG,Argentina,PARQUE EOLICO ARAUCO SAPEM I,ARG0000192
ARG,Argentina,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193
ARG,Argentina,PARQUE EOLICO DIADEMA,ARG0000081
ARG,Argentina,PARQUE EOLICO EL TORDILLO,ARG0000082
ARG,Argentina,PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075
ARG,Argentina,PARQUE EOLICO RAWSON I (ENARSA),ARG0000076
ARG,Argentina,PARQUE EOLICO RAWSON II (ENARSA),ARG0000077
ARG,Argentina,PASO DE LOS LIBRES,ARG0000132
ARG,Argentina,PATAGONIA,ARG0000078
ARG,Argentina,PERUGORRIA,ARG0000133
ARG,Argentina,PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305
ARG,Argentina,PICO TRUNCADO I,ARG0000304
ARG,Argentina,PIEDRA DEL AGUILA (CPSA),ARG0000233
ARG,Argentina,PIEDRAS MORAS,ARG0000099
ARG,Argentina,PILAR  BICENTENARIO,ARG0000100
ARG,Argentina,PILAR ZANICHELLI,ARG0000101
ARG,Argentina,PLANICIE BANDERITA,ARG0000241
ARG,Argentina,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298
ARG,Argentina,PRESIDENTE SARMIENTO,ARG0000289
ARG,Argentina,PUEBLO VIEJO,ARG0000340
ARG,Argentina,PUERTO MADRYN,ARG0000073
ARG,Argentina,PUERTO NUEVO,ARG0000045
ARG,Argentina,PUNTA ALTA - CENTENARIO,ARG0000017
ARG,Argentina,QUEBRADA DE ULLUM,ARG0000299
ARG,Argentina,RIO CORRALITO,ARG0000282
ARG,Argentina,RIO CUARTO,ARG0000103
ARG,Argentina,RIO GRANDE,ARG0000104
ARG,Argentina,RIO HONDO,ARG0000332
ARG,Argentina,SALTO ANDERSEN,ARG0000271
ARG,Argentina,SALTO GRANDE (MITAD ARGENTINA),ARG0000144
ARG,Argentina,SAN FRANCISCO,ARG0000105
ARG,Argentina,SAN MARTIN DE LOS ANDES,ARG0000250
ARG,Argentina,SAN NICOLAS,ARG0000002
ARG,Argentina,SAN PEDRO,ARG0000227
ARG,Argentina,SAN ROQUE,ARG0000107
ARG,Argentina,SANTA ISABEL,ARG0000181
ARG,Argentina,SANTO TOME,ARG0000135
ARG,Argentina,SORRENTO,ARG0000313
ARG,Argentina,SUDOESTE,ARG0000108
ARG,Argentina,Saujil,WKS0071209
ARG,Argentina,TARTAGAL,ARG0000283
ARG,Argentina,TENARIS SIDERCA CETE II,ARG0000034
ARG,Argentina,TOSTADO,ARG0000312
ARG,Argentina,ULLUM,ARG0000290
ARG,Argentina,URUGUA-I,ARG0000228
ARG,Argentina,VENADO TUERTO,ARG0000309
ARG,Argentina,VILLA GESELL,ARG0000009
ARG,Argentina,VILLA MARIA (LAS PLAYAS),ARG0000109
ARG,Argentina,VUELTA DE OBLIGADO,ARG0000308
ARG,Argentina,YACYRETA,ARG0000136
ARM,Armenia,Armenian-2,WRI1019028
ARM,Armenia,Hrazadan,WRI1019027
ARM,Armenia,New Yerevan,WRI1019026
ARM,Armenia,Sevan-Hrazdan Cascade,WRI1003805
ARM,Armenia,Shamb,WRI1019030
ARM,Armenia,Spandaryan,WRI1019031
ARM,Armenia,Tatev,WRI1019029
ARM,Armenia,Yerevan,WRI1019025
AUS,Australia,Adelaide Showgrounds,AUS0000432
AUS,Australia,Albany Wind Farm,AUS0000065
AUS,Australia,Amcor Gawler,AUS0000231
AUS,Australia,Angaston,AUS0000232
AUS,Australia,Anglesea,AUS0000114
AUS,Australia,Angurugu,AUS0000615
AUS,Australia,Appin (Mine),AUS0000264
AUS,Australia,Ararat Wind Farm,AUS0000611
AUS,Australia,Argyle Diamond Mine,AUS0000220
AUS,Australia,Bairnsdale,AUS0000081
AUS,Australia,Ballarat Base Hospital,AUS0000113
AUS,Australia,Banimboola,AUS0000014
AUS,Australia,Bankstown Sports Club,AUS0000399
AUS,Australia,Bannerton Solar Farm,AUS0000608
AUS,Australia,Barcaldine (Len Wishaw),AUS0000008
AUS,Australia,Barcaldine KDB,WKS0065252
AUS,Australia,Barcaldine YD,WKS0069521
AUS,Australia,Barron Gorge,AUS0000151
AUS,Australia,Bastyan,AUS0000137
AUS,Australia,Bayswater,AUS0000265
AUS,Australia,Belconnen,AUS0000400
AUS,Australia,Bell Bay (Bell Bay Three),AUS0000139
AUS,Australia,Bendeela (Shoalhaven Scheme),AUS0000266
AUS,Australia,Berrimah,AUS0000251
AUS,Australia,Berwick,AUS0000080
AUS,Australia,Beryl AU,WKS0069215
AUS,Australia,Bidyadanga,AUS0000382
AUS,Australia,Blayney Wind Farm,AUS0000027
AUS,Australia,Blowering,AUS0000267
AUS,Australia,Blue Lake Milling Power Plant,AUS0000376
AUS,Australia,Bluff Point (Woolnorth) Wind Farm,AUS0000009
AUS,Australia,Boco Rock,AUS0000394
AUS,Australia,Bodangora Wind Farm,AUS0000422
AUS,Australia,Bogong (Mount Beauty Hydro Scheme),AUS0000102
AUS,Australia,Braemar 1,AUS0000152
AUS,Australia,Braemar 2,AUS0000153
AUS,Australia,Bremer Bay Diesel Backup,AUS0000349
AUS,Australia,Brewer,AUS0000256
AUS,Australia,Brisbane BNE,WKS0070137
AUS,Australia,Broadmeadows,AUS0000082
AUS,Australia,Broadwater,AUS0000268
AUS,Australia,Broken Hill,AUS0000305
AUS,Australia,Broken Hill Solar Plant,AUS0000477
AUS,Australia,Brooklyn,AUS0000079
AUS,Australia,Broome,AUS0000180
AUS,Australia,Brown Mountain,AUS0000269
AUS,Australia,Browns Plains,AUS0000078
AUS,Australia,Bulwer Island,AUS0000461
AUS,Australia,Bungala I,WKS0066021
AUS,Australia,Bungala II,WKS0070392
AUS,Australia,Burrendong,AUS0000300
AUS,Australia,Burrinjuck Power Station,AUS0000048
AUS,Australia,Burrup Peninsula (Karratha Gas Plant),AUS0000181
AUS,Australia,Burrup Peninsula (Pluto Phase 1),AUS0000182
AUS,Australia,Butlers Gorge,AUS0000127
AUS,Australia,CSIRO Energy Centre,AUS0000438
AUS,Australia,Callide A,AUS0000178
AUS,Australia,Callide B,AUS0000177
AUS,Australia,Callide C,AUS0000176
AUS,Australia,Camballin,AUS0000414
AUS,Australia,Canning Vale,AUS0000330
AUS,Australia,Cannington Mine,AUS0000452
AUS,Australia,Canunda Wind Farm,AUS0000064
AUS,Australia,Cape Bridgewater Wind Farm,AUS0000007
AUS,Australia,Cape Lambert,AUS0000462
AUS,Australia,Cape Nelson North Wind Farm,AUS0000112
AUS,Australia,Cape Nelson South Wind Farm,AUS0000111
AUS,Australia,Cape Preston,AUS0000457
AUS,Australia,Cape Sir William Grant Wind Farm,AUS0000110
AUS,Australia,Capital Hill Wind Farm,AUS0000047
AUS,Australia,Capral (Aluminium Smelter),AUS0000270
AUS,Australia,Carnarvon,AUS0000386
AUS,Australia,Catagunya,AUS0000126
AUS,Australia,Cathedral Rocks Wind Farm,AUS0000063
AUS,Australia,Cawse Nickel Mine,AUS0000415
AUS,Australia,Cethana,AUS0000144
AUS,Australia,Challicum Hills Wind Farm,AUS0000006
AUS,Australia,Channel Island,AUS0000261
AUS,Australia,Charlestown Square,AUS0000401
AUS,Australia,Childers,WKS0068499
AUS,Australia,Christmas Creek Iron Ore Mine,AUS0000221
AUS,Australia,Clare Solar Farm,AUS0000528
AUS,Australia,Claytons,AUS0000083
AUS,Australia,Clements Gap Wind Farm,AUS0000025
AUS,Australia,Clermont Solar Farm,AUS0000619
AUS,Australia,Cloudbreak,AUS0000324
AUS,Australia,Clover,AUS0000103
AUS,Australia,Cluny,AUS0000125
AUS,Australia,Cockburn,AUS0000183
AUS,Australia,Codrington Wind Farm,AUS0000015
AUS,Australia,Collgar Wind Farm,AUS0000307
AUS,Australia,Collie (Bluewaters),AUS0000184
AUS,Australia,Collie A,AUS0000208
AUS,Australia,Collinsville,AUS0000179
AUS,Australia,Collinsville Solar Farm,AUS0000590
AUS,Australia,Colongra,AUS0000271
AUS,Australia,Condamine A,AUS0000154
AUS,Australia,Condong Sugar Mill,AUS0000263
AUS,Australia,Copeton,AUS0000301
AUS,Australia,Coral Bay Diesel Backup,AUS0000351
AUS,Australia,Corio,AUS0000336
AUS,Australia,Crookwell Wind Farm,AUS0000046
AUS,Australia,Crowlands Wind Farm,AUS0000518
AUS,Australia,Cullerin Range Wind Farm,AUS0000003
AUS,Australia,Daandine,AUS0000155
AUS,Australia,Dampier,AUS0000185
AUS,Australia,Darling Downs,AUS0000156
AUS,Australia,Darling Downs Solar Farm,AUS0000526
AUS,Australia,Darlot Gold Mine,AUS0000321
AUS,Australia,Dartmouth (Mount Beauty Hydro Scheme),AUS0000109
AUS,Australia,Darwin DRW,WKS0068285
AUS,Australia,Daydream Solar Farm ,AUS0000531
AUS,Australia,DeGrussa,WKS0065085
AUS,Australia,Denham Diesel Backup,AUS0000353
AUS,Australia,Derby,AUS0000366
AUS,Australia,Devils Gate,AUS0000136
AUS,Australia,Diamantina,AUS0000459
AUS,Australia,Dry Creek,AUS0000233
AUS,Australia,Dubbo,WKS0064626
AUS,Australia,EarthPower Biomass Plant,AUS0000272
AUS,Australia,Eastern Creek,AUS0000045
AUS,Australia,Eastern Creek 2,AUS0000044
AUS,Australia,Eildon,AUS0000084
AUS,Australia,Eildon Small Hydro,AUS0000335
AUS,Australia,Elliott,AUS0000488
AUS,Australia,Emerald Solar Farm,AUS0000581
AUS,Australia,Emu Downs,WKS0068582
AUS,Australia,Emu Downs Wind Farm,AUS0000043
AUS,Australia,Energy Brix,AUS0000085
AUS,Australia,Eraring,AUS0000306
AUS,Australia,Esperance,AUS0000186
AUS,Australia,Esperance Wind Farm Nine Mile Beach,AUS0000042
AUS,Australia,Esperance Wind Farm Ten Mile Lagoon,AUS0000391
AUS,Australia,Exmouth,AUS0000372
AUS,Australia,Fisher,AUS0000135
AUS,Australia,Fitzroy Crossing,AUS0000367
AUS,Australia,Gannawarra Solar Farm,AUS0000601
AUS,Australia,Geraldton,AUS0000187
AUS,Australia,German Creek,AUS0000157
AUS,Australia,Gladstone,AUS0000158
AUS,Australia,Glenbawn,AUS0000275
AUS,Australia,Glennies Creek,AUS0000276
AUS,Australia,Glenorchy,AUS0000418
AUS,Australia,Goondiwindi,WKS0069520
AUS,Australia,Gordon,AUS0000143
AUS,Australia,Gosnells,AUS0000331
AUS,Australia,Grange Avenue,AUS0000041
AUS,Australia,Grasmere Wind Farm (Albany Stage II),AUS0000309
AUS,Australia,Greenough River Solar Farm,AUS0000474
AUS,Australia,Griffith Solar Farm,AUS0000511
AUS,Australia,Gullen,WKS0068350
AUS,Australia,Gullen Range Wind Farm,AUS0000482
AUS,Australia,Gunning,AUS0000040
AUS,Australia,Guthega,AUS0000303
AUS,Australia,Hallam Road,AUS0000077
AUS,Australia,Hallet 5 - The Bluff,AUS0000454
AUS,Australia,Hallett,AUS0000250
AUS,Australia,Hallett 1 Brown Hill Wind Farm,AUS0000453
AUS,Australia,Hallett 2 Hallet Hill Wind Farm,AUS0000455
AUS,Australia,Halls Creek,AUS0000368
AUS,Australia,Hamilton Solar Farm,AUS0000530
AUS,Australia,Haughton River Solar Farm,AUS0000592
AUS,Australia,Hayman Solar Farm,AUS0000532
AUS,Australia,Hazelwood,AUS0000087
AUS,Australia,Henderson,AUS0000355
AUS,Australia,Highbury,AUS0000343
AUS,Australia,Hobart,AUS0000419
AUS,Australia,Hopetoun Diesel Backup,AUS0000412
AUS,Australia,Hopetoun Wind Turbines,AUS0000413
AUS,Australia,Hughendon,WKS0069764
AUS,Australia,Hume,AUS0000076
AUS,Australia,Hunter,AUS0000277
AUS,Australia,Hunter Valley,AUS0000278
AUS,Australia,Inkerman Sugar Mill,AUS0000145
AUS,Australia,Invicta Sugar Mill,AUS0000056
AUS,Australia,Isis Central Sugar Mill,AUS0000159
AUS,Australia,Jacks Gully,AUS0000039
AUS,Australia,Jeeralang A,AUS0000088
AUS,Australia,Jeeralang B,AUS0000089
AUS,Australia,Jindabyne Dam Mini Hydro,AUS0000021
AUS,Australia,John Butters,AUS0000134
AUS,Australia,Jounama,AUS0000038
AUS,Australia,Jundee Gold Mine,AUS0000222
AUS,Australia,KRC Cogeneration Plant,AUS0000332
AUS,Australia,Kalamia Sugar Mill,AUS0000160
AUS,Australia,Kalamunda,AUS0000329
AUS,Australia,Kalbarri Wind Farm,AUS0000405
AUS,Australia,Kalgoorlie (Parkeston),AUS0000188
AUS,Australia,Kalgoorlie Nickel Smelter,AUS0000209
AUS,Australia,Kambalda,AUS0000210
AUS,Australia,Kangaroo Valley (Shoalhaven Scheme),AUS0000279
